Sample in Buffer,Sample in Window,TRIGGER,cnn_core/start_i,cnn_core/conv_weight_ch1[199:0],cnn_core/conv_weight_ch2[199:0],cnn_core/conv_weight_ch3[199:0],cnn_core/FC_Weight_1[79:0],cnn_core/FC_Weight[79:0],cnn_core/FC_Bias[79:0],cnn_core/PE_data_in[71:0],cnn_core/Image_6rows[71:0],cnn_core/BUF1_out1[71:0],cnn_core/BUF1_out2[71:0],cnn_core/BUF1_out3[71:0],cnn_core/conv_weight_ch1_packed[39:0],cnn_core/conv_weight_ch2_packed[39:0],cnn_core/conv_weight_ch3_packed[39:0],cnn_core/bias_in[23:0],cnn_core/conv_out1[23:0],cnn_core/conv_out2[23:0],cnn_core/conv_out3[23:0],cnn_core/FIFO_out1[23:0],cnn_core/FIFO_out2[23:0],cnn_core/FIFO_out3[23:0],cnn_core/MAX_out1[11:0],cnn_core/MAX_out2[11:0],cnn_core/MAX_out3[11:0],cnn_core/BUF2_out1[11:0],cnn_core/BUF2_out2[11:0],cnn_core/BUF2_out3[11:0],cnn_core/FC_data[11:0],cnn_core/PE_addr[4:0],cnn_core/Weight_addr[4:0],cnn_core/Conv_Layer[2:0],cnn_core/Layer_change,cnn_core/Weight_packed_en,cnn_core/FIFO_valid,cnn_core/BUF1_rd_en,cnn_core/BUF1_wr_en_1,cnn_core/BUF2_rd_en,cnn_core/BUF2_wr_en,cnn_core/PE_clear,cnn_core/PE_en,cnn_core/PE_valid_i,cnn_core/PE_valid_o,cnn_core/conv_done,cnn_core/FC_done,cnn_core/done,cnn_core/Bias_Sel,cnn_core/acc_wr_en,cnn_core/acc_rd_en,cnn_core/Slide_wr_en,cnn_core/Slide_rd_en,cnn_core/Slide_trigger,cnn_core/Slide_clear,cnn_core/BUF1_wr_en
574,574,0,0,0000000000000000000000000000000000000000f7e711faf4,0000000000000000000000000000000000000000171c2d342c,0000000000000000000000000000000000000000023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,0000000000,0000000000,0000000000,15fff6,000000,000000,000000,febfeb,000000,00c00c,000,000,000,000,000,000,000,00,1c,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0
575,575,0,0,0000000000000000000000000000000000000000f7e711faf4,0000000000000000000000000000000000000000171c2d342c,0000000000000000000000000000000000000000023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,0000000000,0000000000,0000000000,15fff6,000000,000000,000000,febfeb,000000,00c00c,000,000,000,000,000,000,000,00,1c,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0
576,576,0,0,0000000000000000000000000000000000000000f7e711faf4,0000000000000000000000000000000000000000171c2d342c,0000000000000000000000000000000000000000023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,0000000000,0000000000,0000000000,15fff6,000000,000000,000000,febfeb,000000,00c00c,000,000,000,000,000,000,000,00,1c,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0
577,577,0,0,0000000000000000000000000000000000000000f7e711faf4,0000000000000000000000000000000000000000171c2d342c,0000000000000000000000000000000000000000023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,0000000000,0000000000,0000000000,15fff6,000000,000000,000000,febfeb,000000,00c00c,000,000,000,000,000,000,000,00,1c,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0
578,578,0,0,0000000000000000000000000000000000000000f7e711faf4,0000000000000000000000000000000000000000171c2d342c,0000000000000000000000000000000000000000023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,0000000000,0000000000,0000000000,15fff6,000000,000000,000000,febfeb,000000,00c00c,000,000,000,000,000,000,000,00,1c,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0
579,579,0,0,0000000000000000000000000000000000000000f7e711faf4,0000000000000000000000000000000000000000171c2d342c,0000000000000000000000000000000000000000023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,0000000000,0000000000,0000000000,15fff6,000000,000000,000000,febfeb,000000,00c00c,000,000,000,000,000,000,000,00,1c,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0
580,580,0,0,0000000000000000000000000000000000000000f7e711faf4,0000000000000000000000000000000000000000171c2d342c,0000000000000000000000000000000000000000023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,0000000000,0000000000,0000000000,15fff6,000000,000000,000000,febfeb,000000,00c00c,000,000,000,000,000,000,000,00,1c,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0
581,581,0,0,0000000000000000000000000000000000000000f7e711faf4,0000000000000000000000000000000000000000171c2d342c,0000000000000000000000000000000000000000023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,0000000000,0000000000,0000000000,15fff6,000000,000000,000000,febfeb,000000,00c00c,000,000,000,000,000,000,000,00,1c,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0
582,582,0,0,0000000000000000000000000000000000000000f7e711faf4,0000000000000000000000000000000000000000171c2d342c,0000000000000000000000000000000000000000023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,0000000000,0000000000,0000000000,15fff6,000000,000000,000000,febfeb,000000,00c00c,000,000,000,000,000,000,000,00,1c,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0
583,583,0,0,0000000000000000000000000000000000000000f7e711faf4,0000000000000000000000000000000000000000171c2d342c,0000000000000000000000000000000000000000023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,0000000000,0000000000,0000000000,15fff6,000000,000000,000000,febfeb,000000,00c00c,000,000,000,000,000,000,000,00,1c,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0
584,584,0,0,0000000000000000000000000000000000000000f7e711faf4,0000000000000000000000000000000000000000171c2d342c,0000000000000000000000000000000000000000023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,0000000000,0000000000,0000000000,15fff6,000000,000000,000000,febfeb,000000,00c00c,000,000,000,000,000,000,000,00,1c,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0
585,585,0,0,0000000000000000000000000000000000000000f7e711faf4,0000000000000000000000000000000000000000171c2d342c,0000000000000000000000000000000000000000023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,0000000000,0000000000,0000000000,15fff6,015015,ffffff,ff6ff6,febfeb,000000,00c00c,000,000,000,000,000,000,000,00,1c,2,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0
586,586,0,0,0000000000000000000000000000000000000000f7e711faf4,0000000000000000000000000000000000000000171c2d342c,0000000000000000000000000000000000000000023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,0000000000,0000000000,0000000000,15fff6,015015,ffffff,ff6ff6,febfeb,000000,00c00c,000,000,000,000,000,000,000,00,1f,3,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1
587,587,0,0,0000000000000000000000000000000000000000f7e711faf4,0000000000000000000000000000000000000000171c2d342c,0000000000000000000000000000000000000000023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,0000000000,0000000000,0000000000,eb000c,febfeb,000000,00c00c,febfeb,000000,00c00c,000,000,000,000,000,000,000,00,01,3,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1
588,588,0,0,0000000000000000000000000000000000000000f7e711faf4,0000000000000000000000000000000000000000171c2d342c,0000000000000000000000000000000000000000023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,0d0f16f2f7,e6e01d5047,2a2be3b4b4,eb000c,febfeb,000000,00c00c,febfeb,000000,00c00c,000,000,000,000,000,000,000,00,02,3,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1
589,589,0,0,00000000000d0f16f2f700000000000000000000f7e711faf4,0000000000e6e01d504700000000000000000000171c2d342c,00000000002a2be3b4b400000000000000000000023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,fc0608ffe9,e005236021,161cf90afc,eb000c,febfeb,000000,00c00c,febfeb,000000,00c00c,000,000,000,000,000,000,000,00,03,3,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1
590,590,0,0,00000000000d0f16f2f7fc0608ffe90000000000f7e711faf4,0000000000e6e01d5047e0052360210000000000171c2d342c,00000000002a2be3b4b4161cf90afc0000000000023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,1101ec05ec,fd1a355a06,181d3a4d3a,eb000c,febfeb,000000,00c00c,febfeb,000000,00c00c,000,000,000,000,000,000,000,00,04,3,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1
591,591,0,0,00000000000d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,0000000000e6e01d5047e005236021fd1a355a06171c2d342c,00000000002a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f7e711faf4,171c2d342c,023945532a,eb000c,febfeb,000000,00c00c,febfeb,000000,00c00c,000,000,000,000,000,000,000,00,04,3,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1
592,592,0,0,00000000000d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,0000000000e6e01d5047e005236021fd1a355a06171c2d342c,00000000002a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f7e711faf4,171c2d342c,023945532a,eb000c,febfeb,000000,00c00c,febfeb,000000,00c00c,000,000,000,000,000,000,000,00,04,3,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1
593,593,0,0,00000000000d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,0000000000e6e01d5047e005236021fd1a355a06171c2d342c,00000000002a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f7e711faf4,171c2d342c,023945532a,eb000c,febfeb,000000,00c00c,febfeb,000000,00c00c,000,000,000,000,000,000,000,00,04,3,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1
594,594,0,0,00000000000d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,0000000000e6e01d5047e005236021fd1a355a06171c2d342c,00000000002a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f7e711faf4,171c2d342c,023945532a,eb000c,febfeb,000000,00c00c,febfeb,000000,00c00c,000,000,000,000,000,000,000,00,04,3,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1
595,595,0,0,00000000000d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,0000000000e6e01d5047e005236021fd1a355a06171c2d342c,00000000002a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f7e711faf4,171c2d342c,023945532a,eb000c,febfeb,000000,00c00c,febfeb,000000,00c00c,000,000,00c,000,000,000,000,00,04,3,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1
596,596,0,0,00000000000d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,0000000000e6e01d5047e005236021fd1a355a06171c2d342c,00000000002a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f7e711faf4,171c2d342c,023945532a,eb000c,febfeb,000000,00c00c,febfeb,000000,00c00c,000,000,000,000,000,000,000,00,04,3,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1
597,597,0,0,00000000000d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,0000000000e6e01d5047e005236021fd1a355a06171c2d342c,00000000002a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f7e711faf4,171c2d342c,023945532a,eb000c,febfeb,000000,00c00c,febfeb,000000,00c00c,000,000,00c,000,000,000,000,00,04,5,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0
598,598,0,0,00000000000d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,0000000000e6e01d5047e005236021fd1a355a06171c2d342c,00000000002a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,f7e711faf4,171c2d342c,023945532a,15fff6,015015,ffffff,ff6ff6,febfeb,000000,00c00c,000,000,000,000,000,000,000,00,1e,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
599,599,0,0,00000000000d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,0000000000e6e01d5047e005236021fd1a355a06171c2d342c,00000000002a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,0000000000,0000000000,0000000000,15fff6,015015,ffffff,ff6ff6,febfeb,000000,00c00c,000,000,00c,000,000,000,000,00,19,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
600,600,0,0,00000000000d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,0000000000e6e01d5047e005236021fd1a355a06171c2d342c,00000000002a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,0000000000,0000000000,0000000000,15fff6,015015,ffffff,ff6ff6,febfeb,000000,00c00c,000,000,000,000,000,000,000,00,1a,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
601,601,0,0,00000000000d0f16f2f7fc0608ffe91101ec05ecf7e711faf4,0000000000e6e01d5047e005236021fd1a355a06171c2d342c,00000000002a2be3b4b4161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,0000000000,0000000000,0000000000,15fff6,015015,ffffff,ff6ff6,febfeb,000000,00c00c,000,000,000,000,000,000,000,00,1b,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
602,602,0,0,00000000000000000000fc0608ffe91101ec05ecf7e711faf4,00000000000000000000e005236021fd1a355a06171c2d342c,00000000000000000000161cf90afc181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,0000000000,0000000000,0000000000,15fff6,015015,ffffff,ff6ff6,febfeb,000000,00c00c,000,000,000,000,000,000,000,00,1c,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
603,603,0,0,0000000000000000000000000000001101ec05ecf7e711faf4,000000000000000000000000000000fd1a355a06171c2d342c,000000000000000000000000000000181d3a4d3a023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,0000000000,0000000000,0000000000,15fff6,000000,000000,000000,febfeb,000000,00c00c,000,000,000,000,000,000,000,00,1c,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0
604,604,0,0,0000000000000000000000000000000000000000f7e711faf4,0000000000000000000000000000000000000000171c2d342c,0000000000000000000000000000000000000000023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,0000000000,0000000000,0000000000,15fff6,000000,000000,000000,febfeb,000000,00c00c,000,000,000,000,000,000,000,00,1c,4,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0
605,605,0,0,0000000000000000000000000000000000000000f7e711faf4,0000000000000000000000000000000000000000171c2d342c,0000000000000000000000000000000000000000023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,0000000000,0000000000,0000000000,15fff6,000000,000000,000000,febfeb,000000,00c00c,000,000,000,000,000,000,000,00,1c,4,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0
606,606,0,0,0000000000000000000000000000000000000000f7e711faf4,0000000000000000000000000000000000000000171c2d342c,0000000000000000000000000000000000000000023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,0000000000,0000000000,0000000000,15fff6,000000,000000,000000,febfeb,000000,00c00c,000,000,000,000,000,000,000,00,1c,4,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0
607,607,0,0,0000000000000000000000000000000000000000f7e711faf4,0000000000000000000000000000000000000000171c2d342c,0000000000000000000000000000000000000000023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,0000000000,0000000000,0000000000,15fff6,000000,000000,000000,febfeb,000000,00c00c,000,000,000,000,000,000,000,00,1c,4,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0
608,608,0,0,0000000000000000000000000000000000000000f7e711faf4,0000000000000000000000000000000000000000171c2d342c,0000000000000000000000000000000000000000023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,0000000000,0000000000,0000000000,15fff6,000000,000000,000000,febfeb,000000,00c00c,000,000,000,000,000,000,000,00,1c,4,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0
609,609,0,0,0000000000000000000000000000000000000000f7e711faf4,0000000000000000000000000000000000000000171c2d342c,0000000000000000000000000000000000000000023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,0000000000,0000000000,0000000000,15fff6,000000,000000,000000,febfeb,000000,00c00c,000,000,000,000,000,000,000,00,1c,4,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0
610,610,0,0,0000000000000000000000000000000000000000f7e711faf4,0000000000000000000000000000000000000000171c2d342c,0000000000000000000000000000000000000000023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,0000000000,0000000000,0000000000,15fff6,000000,000000,000000,febfeb,000000,00c00c,000,000,000,000,000,000,000,00,1c,4,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0
611,611,0,0,0000000000000000000000000000000000000000f7e711faf4,0000000000000000000000000000000000000000171c2d342c,0000000000000000000000000000000000000000023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,0000000000,0000000000,0000000000,15fff6,000000,000000,000000,febfeb,000000,00c00c,000,000,000,000,000,000,000,00,1c,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0
612,612,0,0,0000000000000000000000000000000000000000f7e711faf4,0000000000000000000000000000000000000000171c2d342c,0000000000000000000000000000000000000000023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,0000000000,0000000000,0000000000,15fff6,000000,000000,000000,febfeb,000000,00c00c,000,000,000,000,000,000,000,00,1c,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0
613,613,0,0,0000000000000000000000000000000000000000f7e711faf4,0000000000000000000000000000000000000000171c2d342c,0000000000000000000000000000000000000000023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,0000000000,0000000000,0000000000,15fff6,000000,000000,000000,febfeb,000000,00c00c,000,000,000,000,000,000,000,00,1c,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0
614,614,0,0,0000000000000000000000000000000000000000f7e711faf4,0000000000000000000000000000000000000000171c2d342c,0000000000000000000000000000000000000000023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,0000000000,0000000000,0000000000,15fff6,000000,000000,000000,febfeb,000000,00c00c,000,000,000,000,000,000,000,00,1c,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0
615,615,0,0,0000000000000000000000000000000000000000f7e711faf4,0000000000000000000000000000000000000000171c2d342c,0000000000000000000000000000000000000000023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,0000000000,0000000000,0000000000,15fff6,000000,000000,000000,febfeb,000000,00c00c,000,000,000,000,000,000,000,00,1c,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0
616,616,0,0,0000000000000000000000000000000000000000f7e711faf4,0000000000000000000000000000000000000000171c2d342c,0000000000000000000000000000000000000000023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,0000000000,0000000000,0000000000,15fff6,000000,000000,000000,febfeb,000000,00c00c,000,000,000,000,000,000,000,00,1c,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0
617,617,0,0,0000000000000000000000000000000000000000f7e711faf4,0000000000000000000000000000000000000000171c2d342c,0000000000000000000000000000000000000000023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,0000000000,0000000000,0000000000,15fff6,000000,000000,000000,febfeb,000000,00c00c,000,000,000,000,000,000,000,00,1c,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0
618,618,0,0,0000000000000000000000000000000000000000f7e711faf4,0000000000000000000000000000000000000000171c2d342c,0000000000000000000000000000000000000000023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,0000000000,0000000000,0000000000,15fff6,000000,000000,000000,febfeb,000000,00c00c,000,000,000,000,000,000,000,00,1c,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0
619,619,0,0,0000000000000000000000000000000000000000f7e711faf4,0000000000000000000000000000000000000000171c2d342c,0000000000000000000000000000000000000000023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,0000000000,0000000000,0000000000,15fff6,000000,000000,000000,febfeb,000000,00c00c,000,000,000,000,000,000,000,00,1c,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0
620,620,0,0,0000000000000000000000000000000000000000f7e711faf4,0000000000000000000000000000000000000000171c2d342c,0000000000000000000000000000000000000000023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,0000000000,0000000000,0000000000,15fff6,000000,000000,000000,febfeb,000000,00c00c,000,000,000,000,000,000,000,00,1c,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0
621,621,0,0,0000000000000000000000000000000000000000f7e711faf4,0000000000000000000000000000000000000000171c2d342c,0000000000000000000000000000000000000000023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,0000000000,0000000000,0000000000,15fff6,000000,000000,000000,febfeb,000000,00c00c,000,000,000,000,000,000,000,00,1c,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0
622,622,0,0,0000000000000000000000000000000000000000f7e711faf4,0000000000000000000000000000000000000000171c2d342c,0000000000000000000000000000000000000000023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,0000000000,0000000000,0000000000,15fff6,000000,000000,000000,febfeb,000000,00c00c,000,000,000,000,000,000,000,00,1c,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0
623,623,0,0,0000000000000000000000000000000000000000f7e711faf4,0000000000000000000000000000000000000000171c2d342c,0000000000000000000000000000000000000000023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,0000000000,0000000000,0000000000,15fff6,000000,000000,000000,febfeb,000000,00c00c,000,000,000,000,000,000,000,00,1c,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0
624,624,0,0,0000000000000000000000000000000000000000f7e711faf4,0000000000000000000000000000000000000000171c2d342c,0000000000000000000000000000000000000000023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,0000000000,0000000000,0000000000,15fff6,000000,000000,000000,febfeb,000000,00c00c,000,000,000,000,000,000,000,00,1c,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0
625,625,0,0,0000000000000000000000000000000000000000f7e711faf4,0000000000000000000000000000000000000000171c2d342c,0000000000000000000000000000000000000000023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,0000000000,0000000000,0000000000,15fff6,000000,000000,000000,febfeb,000000,00c00c,000,000,000,000,000,000,000,00,1c,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0
626,626,0,0,0000000000000000000000000000000000000000f7e711faf4,0000000000000000000000000000000000000000171c2d342c,0000000000000000000000000000000000000000023945532a,00000000000000000000,00000000000000000000,00000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,000000000000000000,0000000000,0000000000,0000000000,15fff6,000000,000000,000000,febfeb,000000,00c00c,000,000,000,000,000,000,000,00,1c,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0
